CMDLINE python ./caller.py 4
MEM 1.277344 1476698772.2113
MEM 16.183594 1476698772.3115
MEM 19.742188 1476698772.4118
MEM 22.835938 1476698772.5121
MEM 24.898438 1476698772.6124
MEM 27.734375 1476698772.7127
MEM 30.312500 1476698772.8130
MEM 32.890625 1476698772.9132
MEM 35.210938 1476698773.0135
MEM 35.984375 1476698773.1138
MEM 38.304688 1476698773.2141
MEM 40.625000 1476698773.3143
MEM 42.945312 1476698773.4146
MEM 45.523438 1476698773.5149
MEM 47.843750 1476698773.6152
MEM 48.359375 1476698773.7155
MEM 49.132812 1476698773.8157
MEM 51.453125 1476698773.9160
MEM 53.773438 1476698774.0163
MEM 55.835938 1476698774.1167
MEM 58.046875 1476698774.2170
MEM 60.367188 1476698774.3173
MEM 60.882812 1476698774.4176
MEM 60.882812 1476698774.5180
MEM 62.171875 1476698774.6183
MEM 64.234375 1476698774.7186
MEM 66.296875 1476698774.8189
MEM 68.359375 1476698774.9192
MEM 70.421875 1476698775.0195
MEM 72.226562 1476698775.1199
MEM 73.515625 1476698775.2202
MEM 73.515625 1476698775.3205
MEM 73.515625 1476698775.4208
MEM 75.062500 1476698775.5211
MEM 77.125000 1476698775.6214
MEM 78.980469 1476698775.7217
MEM 81.042969 1476698775.8219
MEM 83.105469 1476698775.9222
MEM 84.910156 1476698776.0225
MEM 86.714844 1476698776.1229
MEM 88.777344 1476698776.2232
MEM 89.292969 1476698776.3235
MEM 89.292969 1476698776.4238
MEM 89.292969 1476698776.5242
MEM 89.292969 1476698776.6244
MEM 91.097656 1476698776.7247
MEM 93.011719 1476698776.8250
MEM 94.812500 1476698776.9253
MEM 96.617188 1476698777.0255
MEM 98.421875 1476698777.1258
MEM 100.226562 1476698777.2261
MEM 102.031250 1476698777.3264
MEM 103.835938 1476698777.4267
MEM 105.640625 1476698777.5269
MEM 107.445312 1476698777.6272
MEM 109.250000 1476698777.7275
MEM 109.765625 1476698777.8278
MEM 109.765625 1476698777.9282
MEM 109.765625 1476698778.0284
MEM 109.765625 1476698778.1287
MEM 109.765625 1476698778.2290
MEM 111.570312 1476698778.3293
MEM 113.375000 1476698778.4295
MEM 115.214844 1476698778.5298
MEM 116.761719 1476698778.6301
MEM 118.546875 1476698778.7303
MEM 120.351562 1476698778.8307
MEM 121.898438 1476698778.9310
MEM 123.703125 1476698779.0313
MEM 125.250000 1476698779.1316
MEM 127.054688 1476698779.2319
MEM 128.601562 1476698779.3322
MEM 130.148438 1476698779.4325
MEM 131.953125 1476698779.5328
MEM 133.500000 1476698779.6331
MEM 134.789062 1476698779.7334
MEM 134.789062 1476698779.8337
MEM 134.789062 1476698779.9340
MEM 134.789062 1476698780.0343
MEM 134.789062 1476698780.1346
MEM 134.789062 1476698780.2349
MEM 134.789062 1476698780.3352
MEM 136.593750 1476698780.4355
MEM 138.398438 1476698780.5358
MEM 139.968750 1476698780.6361
MEM 141.519531 1476698780.7363
MEM 143.066406 1476698780.8367
MEM 144.613281 1476698780.9369
MEM 146.417969 1476698781.0372
MEM 147.964844 1476698781.1375
MEM 149.511719 1476698781.2378
MEM 150.960938 1476698781.3380
MEM 152.765625 1476698781.4383
MEM 154.054688 1476698781.5386
MEM 155.601562 1476698781.6389
MEM 157.148438 1476698781.7392
MEM 158.695312 1476698781.8395
MEM 160.242188 1476698781.9397
MEM 161.789062 1476698782.0400
MEM 163.335938 1476698782.1403
MEM 164.625000 1476698782.2406
MEM 166.171875 1476698782.3409
MEM 166.429688 1476698782.4412
MEM 166.429688 1476698782.5415
MEM 166.429688 1476698782.6417
MEM 166.429688 1476698782.7420
MEM 166.429688 1476698782.8423
MEM 166.429688 1476698782.9426
MEM 166.429688 1476698783.0429
MEM 166.429688 1476698783.1432
MEM 167.203125 1476698783.2435
MEM 168.750000 1476698783.3437
MEM 170.039062 1476698783.4440
MEM 171.585938 1476698783.5443
MEM 173.132812 1476698783.6447
MEM 174.421875 1476698783.7450
MEM 175.968750 1476698783.8453
MEM 177.511719 1476698783.9457
MEM 178.800781 1476698784.0459
MEM 180.062500 1476698784.1463
MEM 181.609375 1476698784.2465
MEM 182.898438 1476698784.3469
MEM 184.445312 1476698784.4472
MEM 185.734375 1476698784.5475
MEM 187.023438 1476698784.6478
MEM 188.570312 1476698784.7481
MEM 189.859375 1476698784.8484
MEM 191.148438 1476698784.9487
MEM 192.695312 1476698785.0490
MEM 193.984375 1476698785.1493
MEM 195.273438 1476698785.2496
MEM 196.820312 1476698785.3499
MEM 198.109375 1476698785.4502
MEM 199.398438 1476698785.5505
MEM 200.746094 1476698785.6508
MEM 202.035156 1476698785.7511
MEM 203.324219 1476698785.8513
MEM 204.562500 1476698785.9516
MEM 205.851562 1476698786.0519
MEM 205.851562 1476698786.1522
MEM 205.851562 1476698786.2524
MEM 205.851562 1476698786.3527
MEM 205.851562 1476698786.4530
MEM 205.851562 1476698786.5533
MEM 205.851562 1476698786.6536
MEM 205.851562 1476698786.7538
MEM 205.851562 1476698786.8541
MEM 205.851562 1476698786.9544
MEM 205.851562 1476698787.0547
MEM 206.367188 1476698787.1549
MEM 207.656250 1476698787.2552
MEM 208.945312 1476698787.3555
MEM 210.234375 1476698787.4558
MEM 211.523438 1476698787.5561
MEM 212.812500 1476698787.6564
MEM 214.101562 1476698787.7567
MEM 215.390625 1476698787.8569
MEM 216.679688 1476698787.9572
MEM 217.968750 1476698788.0575
MEM 219.121094 1476698788.1578
MEM 220.406250 1476698788.2580
MEM 221.695312 1476698788.3583
MEM 222.984375 1476698788.4586
MEM 224.273438 1476698788.5589
MEM 225.562500 1476698788.6592
MEM 226.851562 1476698788.7595
MEM 228.140625 1476698788.8598
MEM 229.429688 1476698788.9601
MEM 230.460938 1476698789.0605
MEM 231.636719 1476698789.1608
MEM 232.925781 1476698789.2611
MEM 234.214844 1476698789.3613
MEM 235.246094 1476698789.4617
