CMDLINE python ./caller.py 3
MEM 1.304688 1476700237.2632
MEM 15.074219 1476700237.3635
MEM 17.042969 1476700237.4638
MEM 18.714844 1476700237.5641
MEM 20.425781 1476700237.6643
MEM 21.906250 1476700237.7646
MEM 23.195312 1476700237.8648
MEM 24.488281 1476700237.9651
MEM 25.964844 1476700238.0654
MEM 27.253906 1476700238.1656
MEM 28.640625 1476700238.2659
MEM 30.121094 1476700238.3662
MEM 31.250000 1476700238.4664
MEM 32.703125 1476700238.5667
MEM 33.921875 1476700238.6670
MEM 35.402344 1476700238.7673
MEM 36.691406 1476700238.8676
MEM 37.207031 1476700238.9679
MEM 38.269531 1476700239.0682
MEM 39.492188 1476700239.1685
MEM 40.714844 1476700239.2688
MEM 42.164062 1476700239.3690
MEM 43.195312 1476700239.4693
MEM 44.484375 1476700239.5696
MEM 45.742188 1476700239.6699
MEM 46.960938 1476700239.7702
MEM 48.160156 1476700239.8705
MEM 49.378906 1476700239.9708
MEM 50.378906 1476700240.0710
MEM 50.378906 1476700240.1713
MEM 51.410156 1476700240.2716
MEM 52.441406 1476700240.3719
MEM 53.730469 1476700240.4721
MEM 54.921875 1476700240.5724
MEM 56.179688 1476700240.6727
MEM 57.339844 1476700240.7730
MEM 58.558594 1476700240.8733
MEM 59.589844 1476700240.9735
MEM 60.781250 1476700241.0738
MEM 62.070312 1476700241.1740
MEM 63.136719 1476700241.2743
MEM 63.648438 1476700241.3746
MEM 63.648438 1476700241.4749
MEM 64.355469 1476700241.5752
MEM 65.554688 1476700241.6754
MEM 66.773438 1476700241.7757
MEM 67.738281 1476700241.8759
MEM 68.933594 1476700241.9761
MEM 70.218750 1476700242.0764
MEM 71.250000 1476700242.1767
MEM 72.316406 1476700242.2769
MEM 73.601562 1476700242.3772
MEM 74.734375 1476700242.4775
MEM 75.699219 1476700242.5777
MEM 76.917969 1476700242.6780
MEM 76.917969 1476700242.7783
MEM 76.917969 1476700242.8786
MEM 77.402344 1476700242.9788
MEM 78.625000 1476700243.0791
MEM 79.656250 1476700243.1794
MEM 80.945312 1476700243.2796
MEM 82.007812 1476700243.3799
MEM 82.949219 1476700243.4801
MEM 84.167969 1476700243.5804
MEM 85.132812 1476700243.6807
MEM 86.328125 1476700243.7810
MEM 87.292969 1476700243.8813
MEM 88.320312 1476700243.9815
MEM 89.609375 1476700244.0818
MEM 90.675781 1476700244.1821
MEM 91.703125 1476700244.2824
MEM 92.640625 1476700244.3826
MEM 93.605469 1476700244.4829
MEM 93.863281 1476700244.5832
MEM 93.863281 1476700244.6835
MEM 93.863281 1476700244.7838
MEM 94.542969 1476700244.8841
MEM 95.761719 1476700244.9844
MEM 96.726562 1476700245.0847
MEM 97.757812 1476700245.1849
MEM 98.789062 1476700245.2852
MEM 99.855469 1476700245.3855
MEM 100.824219 1476700245.4857
MEM 101.820312 1476700245.5860
MEM 102.785156 1476700245.6863
MEM 103.976562 1476700245.7866
MEM 104.941406 1476700245.8868
MEM 105.906250 1476700245.9871
MEM 106.937500 1476700246.0874
MEM 107.968750 1476700246.1877
MEM 109.000000 1476700246.2879
MEM 110.031250 1476700246.3882
MEM 111.000000 1476700246.4885
MEM 111.964844 1476700246.5887
MEM 112.902344 1476700246.6890
MEM 113.867188 1476700246.7893
MEM 114.832031 1476700246.8895
MEM 115.316406 1476700246.9898
MEM 115.316406 1476700247.0901
MEM 115.316406 1476700247.1904
MEM 115.316406 1476700247.2907
MEM 115.570312 1476700247.3909
MEM 116.539062 1476700247.4912
MEM 117.503906 1476700247.5915
MEM 118.535156 1476700247.6918
MEM 119.566406 1476700247.7921
MEM 120.437500 1476700247.8923
MEM 121.402344 1476700247.9926
MEM 122.335938 1476700248.0928
MEM 123.300781 1476700248.1931
MEM 124.265625 1476700248.2934
MEM 125.296875 1476700248.3936
MEM 126.234375 1476700248.4939
MEM 127.199219 1476700248.5941
MEM 128.230469 1476700248.6944
MEM 129.101562 1476700248.7947
MEM 130.070312 1476700248.8950
MEM 130.843750 1476700248.9952
MEM 131.777344 1476700249.0956
MEM 132.714844 1476700249.1959
MEM 133.683594 1476700249.2962
MEM 134.648438 1476700249.3965
MEM 135.417969 1476700249.4968
MEM 136.382812 1476700249.5971
MEM 137.414062 1476700249.6974
MEM 138.285156 1476700249.7977
MEM 139.250000 1476700249.8980
MEM 139.960938 1476700249.9983
MEM 140.957031 1476700250.0986
MEM 141.894531 1476700250.1988
MEM 141.894531 1476700250.2992
MEM 141.894531 1476700250.3995
MEM 141.894531 1476700250.4998
MEM 141.894531 1476700250.6001
MEM 141.894531 1476700250.7005
MEM 142.148438 1476700250.8008
MEM 142.886719 1476700250.9011
MEM 143.828125 1476700251.0013
MEM 144.597656 1476700251.1016
MEM 145.562500 1476700251.2019
MEM 146.335938 1476700251.3021
MEM 147.210938 1476700251.4024
MEM 148.175781 1476700251.5027
MEM 148.945312 1476700251.6029
